Log Type,Message,Original URL,Proxy URL,Status Code,Date,Time,Total Time Taken (seconds)
Bytes Received,2417 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,2799 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,2612 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,7836 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,2612 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,525 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,773 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,5224 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,1306 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,9081 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,2665 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,4475 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,3353 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Bytes Received,1725 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Response Downloaded,Response Downloaded,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Request Left Downloader,Request Left Downloader,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
No Items Scraped,Response received with no items,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,200,2024-12-14,17:38:56,
Item Scraped,Item scraped,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Item Scraped,Item scraped,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&page=2&c=ts&qid=1734197923&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26page%3D2%26c%3Dts%26qid%3D1734197923%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Request Scheduled,Request Scheduled,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,Scheduled,2024-12-14,17:38:56,
Request Reached Downloader,Request Reached Downloader,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:56,
Headers Received,Headers Received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,7002 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,3918 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,2703 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,2761 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,3663 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,12721 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,16003 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,381 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,15283 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,1101 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,5421 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,1306 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,9142 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,515 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,783 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,15601 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,5287 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,19590 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,7891 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,10385 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,5999 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,5947 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Bytes Received,6959 bytes received,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Response Downloaded,Response Downloaded,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
Request Left Downloader,Request Left Downloader,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,,2024-12-14,17:38:58,
No Items Scraped,Response received with no items,https://www.amazon.com/s?k=Baby+Gyms+%26+Playmats&i=baby-products&rh=n%3A196609011&c=ts&qid=1734197927&ts_id=196609011&ref=sr_pg_2,http://api.scraperapi.com/?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fk%3DBaby%2BGyms%2B%2526%2BPlaymats%26i%3Dbaby-products%26rh%3Dn%253A196609011%26c%3Dts%26qid%3D1734197927%26ts_id%3D196609011%26ref%3Dsr_pg_2&api_key=191b57436561ccf59beb0095bd745837&country_code=US,200,2024-12-14,17:38:58,
